ID,loan_amount,rate_of_interest,Interest_rate_spread,Upfront_charges,term,property_value,income,Credit_Score,LTV,dtir1,loan_type,loan_purpose,Credit_Worthiness,age,Region,occupancy_type,business_or_commercial,Status
101700,256500,4.875,0.8207,0,360,1178000,18540,730,21.77419355,48,type1,p3,l1,45-54,south,ir,nob/c,0
101701,326500,2.875,0.2357,9731.38,180,518000,6900,802,63.03088803,36,type1,p3,l1,55-64,North,pr,nob/c,0
101702,426500,4.99,0.9099,5426,360,538000,7740,754,79.27509294,49,type1,p3,l2,55-64,North-East,pr,nob/c,0
101703,326500,4.75,0.4481,2113.75,360,388000,9660,542,84.14948454,22,type1,p3,l1,55-64,central,pr,nob/c,0
101704,546500,5.25,1.142,15521.88,360,738000,12720,776,74.05149051,49,type1,p3,l1,55-64,North,ir,nob/c,0
101705,426500,NULL,NULL,NULL,360,NULL,6720,858,NULL,NULL,type1,p4,l1,25-34,south,pr,nob/c,1
101706,226500,3.99,0.4475,5424.69,336,508000,2640,715,44.58661417,38,type1,p3,l1,55-64,central,pr,nob/c,0
101707,146500,4.625,1.4573,918.55,360,148000,2460,621,98.98648649,59,type2,p1,l2,45-54,south,pr,b/c,0
101708,316500,4.375,0.4715,3505,240,528000,11520,742,59.94318182,31,type1,p3,l1,55-64,North,pr,nob/c,0
101709,126500,3.99,0.7798,4157,360,158000,3720,501,80.06329114,41,type1,p1,l1,35-44,south,pr,nob/c,0
101710,496500,4.99,0.5143,0,360,718000,4980,622,69.15041783,49,type1,p4,l1,55-64,North,pr,nob/c,0
101711,176500,3.5,0.6175,6348.09,360,178000,5100,900,99.15730337,21,type3,p1,l1,55-64,south,pr,nob/c,0
101712,106500,NULL,NULL,NULL,360,128000,4140,725,83.203125,33,type2,p3,l1,35-44,North,pr,b/c,1
101713,176500,3.99,0.3676,3109.8,324,238000,4260,621,74.15966387,38,type1,p4,l1,65-74,south,pr,nob/c,0
101714,426500,3.875,0.3482,9628.88,360,478000,6480,880,89.22594142,46,type1,p1,l1,55-64,south,sr,nob/c,0
101715,266500,4.75,1.2387,7425,360,328000,7080,555,81.25,28,type1,p3,l1,25-34,south,pr,nob/c,0
101716,246500,2.99,0.4764,7902.47,360,248000,2940,600,99.39516129,43,type2,p1,l1,45-54,central,pr,b/c,0
101717,296500,4.875,0.9413,6805.04,360,418000,5340,727,70.93301435,35,type1,p4,l1,55-64,North,pr,nob/c,0
101718,526500,3.875,0.8422,3593.56,240,958000,13740,640,54.95824635,35,type1,p4,l1,55-64,North,pr,nob/c,0
101719,556500,4.5,0.823,10572,360,588000,13740,792,94.64285714,27,type1,p1,l1,25-34,south,pr,nob/c,0
101720,136500,2.99,-0.618,2277.38,360,148000,NULL,553,92.22972973,NULL,type3,p4,l1,65-74,south,pr,nob/c,0
101721,226500,3.625,0.462,1419.8,240,448000,4020,636,50.55803571,46,type1,p1,l1,45-54,south,pr,nob/c,0
101722,456500,3.99,0.5213,0,360,518000,10560,743,88.12741313,31,type1,p4,l1,25-34,North,pr,nob/c,0
101723,436500,3,-0.5589,0,360,458000,NULL,655,95.30567686,NULL,type3,p4,l1,25-34,North,pr,nob/c,0
101724,256500,NULL,NULL,NULL,180,NULL,8280,671,NULL,NULL,type1,p4,l1,45-54,south,pr,nob/c,1
101725,306500,3.99,0.4677,1250,336,448000,7140,833,68.41517857,45,type1,p4,l1,25-34,south,pr,nob/c,0
101726,1206500,NULL,NULL,NULL,360,1808000,11160,888,66.73119469,28,type1,p3,l1,55-64,North,pr,nob/c,1
101727,186500,NULL,NULL,NULL,180,NULL,3960,818,NULL,NULL,type1,p4,l2,45-54,North,pr,nob/c,1
101728,366500,5.5,1.337,2950,360,458000,5220,599,80.02183406,38,type1,p3,l1,35-44,North,pr,nob/c,0
101729,306500,3.25,0.4864,0,360,368000,NULL,503,83.28804348,NULL,type2,p4,l1,25-34,North,pr,b/c,0
101730,316500,3.99,1.2925,0,360,328000,NULL,716,96.49390244,NULL,type2,p4,l1,25-34,south,pr,b/c,0
101731,246500,4.25,0.0607,7750,360,428000,3840,567,57.59345794,24,type1,p3,l1,35-44,south,pr,nob/c,0
101732,556500,3.75,0.2231,4048.6,360,958000,11400,836,58.08977035,36,type1,p4,l1,45-54,south,pr,nob/c,0
101733,216500,3.5,0.5338,3150.94,180,308000,4620,535,70.29220779,41,type1,p4,l1,35-44,south,pr,nob/c,0
101734,486500,3.99,0.3953,7331.81,360,708000,8340,767,68.71468927,49,type1,p1,l1,55-64,south,pr,nob/c,0
101735,96500,3.99,1.5599,2363.87,180,148000,3180,771,65.2027027,48,type2,p3,l1,55-64,south,pr,b/c,0
101736,396500,NULL,NULL,NULL,360,658000,3840,533,60.25835866,49,type1,p3,l1,>74,south,pr,nob/c,1
101737,216500,4.625,0.6505,2617.16,360,218000,6120,521,99.31192661,61,type3,p3,l1,35-44,North,pr,nob/c,0
101738,156500,4.99,1.2308,4720.06,360,328000,1680,598,47.71341463,48,type1,p2,l1,65-74,south,ir,nob/c,0
101739,326500,4.99,1.0861,6828.75,360,478000,3900,675,68.30543933,36,type1,p3,l1,55-64,south,pr,nob/c,0
101740,356500,2.75,-0.1767,6591.5,180,518000,5460,654,68.82239382,42,type1,p2,l1,45-54,south,pr,nob/c,0
101741,286500,NULL,NULL,NULL,360,298000,2400,888,96.1409396,58,type3,p3,l1,55-64,central,pr,nob/c,1
101742,356500,3.625,0.3649,1802.68,360,398000,6900,840,89.57286432,39,type1,p1,l1,25-34,North,pr,nob/c,0
101743,106500,4.625,0.5594,828.88,360,108000,3900,827,98.61111111,50,type3,p3,l1,65-74,south,pr,nob/c,0
101744,336500,3.69,0.0994,1698.6,360,438000,4020,862,76.82648402,44,type1,p1,l1,35-44,south,pr,nob/c,0
101745,376500,NULL,NULL,NULL,360,398000,4020,656,94.59798995,47,type2,p1,l1,45-54,North,pr,b/c,1
101746,306500,NULL,NULL,NULL,360,508000,6420,637,60.33464567,28,type1,p3,l1,45-54,central,pr,nob/c,1
101747,266500,NULL,NULL,NULL,360,NULL,2340,695,NULL,NULL,type3,p3,l1,65-74,North,pr,nob/c,1
101748,346500,3.25,-0.1764,795,360,868000,17880,578,39.91935484,26,type1,p4,l1,55-64,central,pr,nob/c,0
101749,146500,3.75,0.8454,3675,180,238000,4740,789,61.55462185,40,type3,p3,l1,55-64,central,pr,nob/c,0
101750,136500,3.99,0.6393,3956,360,198000,3000,606,68.93939394,35,type1,p4,l1,35-44,North,pr,nob/c,0
101751,116500,4.75,1.1834,451,180,218000,4200,667,53.44036697,32,type1,p3,l2,65-74,North,pr,nob/c,0
101752,196500,4.625,0.6851,5649.94,360,248000,5100,829,79.23387097,31,type1,p3,l2,35-44,south,pr,nob/c,0
101753,206500,4.875,0.544,1880,360,348000,7200,825,59.33908046,43,type1,p2,l1,35-44,North,ir,nob/c,0
101754,106500,NULL,NULL,NULL,180,238000,4020,840,44.74789916,44,type1,p3,l1,55-64,south,pr,nob/c,1
101755,676500,3.69,-0.0278,3322.1,360,868000,7260,528,77.93778802,47,type1,p4,l1,45-54,North,pr,nob/c,0
101756,296500,3.625,0.0435,58.8,360,1168000,2220,504,25.38527397,49,type1,p4,l1,55-64,North,pr,nob/c,0
101757,346500,3.625,-0.2141,0,360,688000,5340,853,50.36337209,30,type1,p3,l1,35-44,North-East,pr,nob/c,0
101758,186500,NULL,NULL,NULL,360,NULL,2700,770,NULL,NULL,type1,p3,l1,55-64,North,pr,nob/c,1
101759,226500,NULL,NULL,NULL,360,NULL,7440,574,NULL,NULL,type1,p1,l1,55-64,central,pr,nob/c,1
101760,316500,3.625,-0.0974,1805,360,908000,11400,584,34.85682819,27,type1,p4,l1,55-64,North,pr,nob/c,0
101761,156500,4.125,0.6935,4852.75,360,208000,3060,847,75.24038462,35,type1,p3,l1,55-64,North-East,pr,nob/c,0
101762,76500,4.5,1.191,2750,360,258000,5880,851,29.65116279,13,type1,p2,l1,45-54,south,pr,nob/c,0
101763,306500,3.75,-0.1174,5681.25,360,418000,5040,767,73.32535885,40,type3,p3,l1,>74,south,pr,nob/c,0
101764,536500,4.25,0.1266,0,360,688000,7980,739,77.97965116,37,type1,p4,l1,25-34,south,pr,nob/c,0
101765,606500,4.5,0.8581,1677.18,360,718000,9060,672,84.47075209,33,type1,p1,l1,35-44,North,pr,nob/c,0
101766,296500,3.99,0.9575,0,360,378000,NULL,793,78.43915344,NULL,type2,p4,l1,45-54,North,pr,b/c,0
101767,436500,3.875,-0.1136,8780.12,360,568000,7260,517,76.84859155,36,type1,p4,l1,65-74,North,pr,nob/c,0
101768,616500,3.625,-0.0944,0,360,1318000,16080,579,46.7754173,20,type1,p4,l1,35-44,North,pr,nob/c,0
101769,176500,4.99,0.6081,4148.28,324,278000,4320,699,63.48920863,45,type1,p3,l1,45-54,south,pr,nob/c,0
101770,306500,3.49,0.4072,0,360,358000,4800,772,85.61452514,51,type2,p3,l1,55-64,south,pr,b/c,0
101771,316500,3.75,1.098,8917.55,360,498000,4860,848,63.55421687,40,type2,p3,l1,65-74,south,pr,b/c,0
101772,386500,NULL,NULL,NULL,360,448000,NULL,730,86.27232143,NULL,type2,p4,l1,25-34,North,pr,b/c,1
101773,356500,4.18,-0.159,4612.8,360,508000,4800,547,70.17716535,41,type1,p1,l1,25-34,North,pr,nob/c,0
101774,186500,2.875,-0.7535,1059.01,360,218000,NULL,651,85.55045872,NULL,type3,p4,l1,55-64,south,pr,nob/c,0
101775,106500,3.99,0.3265,2766.5,360,298000,3900,742,35.73825503,45,type1,p1,l1,65-74,south,pr,nob/c,0
101776,556500,NULL,NULL,NULL,360,698000,9900,800,79.7277937,35,type1,p3,l1,35-44,North,pr,nob/c,1
101777,366500,2.875,-0.8071,3169.65,360,688000,NULL,563,53.27034884,NULL,type3,p4,l1,>74,south,pr,nob/c,0
101778,536500,4.99,1.4363,16740.53,360,828000,12660,842,64.79468599,30,type1,p3,l1,55-64,central,ir,nob/c,0
101779,456500,NULL,NULL,NULL,360,908000,6000,557,50.2753304,45,type1,p3,l1,55-64,south,pr,nob/c,1
101780,246500,2.99,0.2708,7414.35,180,488000,7560,643,50.51229508,20,type1,p4,l1,55-64,south,pr,nob/c,0
101781,236500,3.99,0.4037,1459.04,360,338000,3420,625,69.9704142,40,type1,p4,l1,45-54,North,pr,nob/c,0
101782,576500,NULL,NULL,NULL,360,NULL,6180,811,NULL,NULL,type1,p3,l1,>74,North,pr,nob/c,1
101783,446500,3.75,0.0302,0,360,638000,5640,542,69.98432602,41,type1,p4,l1,65-74,North,pr,nob/c,0
101784,236500,3.5,0.6485,0,360,268000,NULL,712,88.24626866,NULL,type2,p4,l1,35-44,North,pr,b/c,0
101785,186500,4.99,1.3603,2820,360,238000,10920,644,78.36134454,23,type1,p3,l1,65-74,south,pr,nob/c,0
101786,256500,3.875,0.2988,NULL,360,338000,4680,865,75.88757396,49,type1,p3,l1,55-64,North,pr,nob/c,0
101787,306500,NULL,NULL,NULL,360,NULL,6000,764,NULL,NULL,type1,p1,l2,25-34,North,pr,nob/c,1
101788,296500,NULL,NULL,NULL,360,378000,7380,877,78.43915344,44,type1,p4,l1,45-54,North,pr,nob/c,1
101789,646500,5.25,1.253,NULL,360,868000,20280,509,74.48156682,36,type1,p1,l1,55-64,south,pr,nob/c,0
101790,196500,4.875,0.8527,6465,360,338000,5520,506,58.13609467,30,type1,p3,l1,65-74,North,ir,nob/c,0
101791,286500,NULL,NULL,NULL,360,518000,5580,660,55.30888031,37,type1,p3,l1,65-74,North,pr,nob/c,1
101792,206500,3.69,-0.0938,105.6,360,508000,4560,721,40.6496063,34,type1,p4,l1,65-74,south,pr,nob/c,0
101793,316500,3.625,-0.0858,0,360,398000,NULL,623,79.52261307,44,type1,p1,l1,35-44,North,pr,nob/c,0
101794,336500,NULL,NULL,NULL,360,548000,3540,894,61.40510949,48,type1,p3,l1,55-64,North,pr,nob/c,1
101795,416500,3.99,0.3756,4693,360,458000,4500,844,90.93886463,44,type1,p4,l1,25-34,south,pr,nob/c,0
101796,296500,3.875,0.2348,2734.9,360,508000,2700,719,58.36614173,49,type1,p3,l1,45-54,south,pr,nob/c,0
101797,206500,4.375,-0.0153,795,360,518000,6420,564,39.86486486,24,type1,p1,l1,55-64,south,pr,nob/c,0
101798,606500,4.75,0.4853,7900,360,1908000,9180,761,31.78721174,36,type1,p3,l1,55-64,south,pr,nob/c,0
101799,56500,NULL,NULL,NULL,300,NULL,1080,703,NULL,NULL,type3,p3,l2,65-74,North,pr,nob/c,1
101800,346500,3.375,-0.1462,9937.5,360,598000,3180,671,57.94314381,46,type1,p4,l1,65-74,North,pr,nob/c,0
101801,226500,3.5,-0.0504,3990,360,358000,4440,713,63.26815642,41,type1,p4,l1,55-64,North,pr,nob/c,0
101802,136500,NULL,NULL,NULL,360,NULL,1320,812,NULL,NULL,type1,p3,l1,65-74,south,pr,nob/c,1
101803,726500,3.99,0.4354,7200,360,1508000,6660,636,48.17639257,47,type1,p4,l1,55-64,North,pr,nob/c,0
101804,386500,4.25,1.0066,1846.65,360,398000,6540,518,97.11055276,47,type2,p1,l1,55-64,North,pr,b/c,0
101805,706500,NULL,NULL,NULL,360,1778000,6720,699,39.73565804,49,type1,p3,l1,65-74,central,pr,nob/c,1
101806,396500,2.75,-0.3737,795,360,1208000,9840,877,32.82284768,42,type1,p4,l1,55-64,North,pr,nob/c,0
101807,346500,3.375,0.12,9479.38,360,388000,9600,603,89.30412371,20,type1,p1,l1,35-44,North,sr,nob/c,0
101808,106500,4.5,0.222,NULL,360,608000,6840,556,17.51644737,36,type1,p3,l2,45-54,North,pr,nob/c,0
101809,286500,3.99,0.4407,0,360,338000,3660,777,84.76331361,41,type1,p4,l1,45-54,North,pr,nob/c,0
101810,336500,3.75,0.0438,2507,324,608000,6420,657,55.34539474,38,type1,p4,l1,35-44,central,pr,nob/c,0
101811,96500,4.5,1.897,1346.54,360,108000,5220,713,89.35185185,46,type2,p1,l1,25-34,south,pr,b/c,0
101812,596500,4,0.4854,5910,360,808000,9360,567,73.82425743,48,type1,p4,l1,35-44,North,pr,nob/c,0
101813,176500,4.375,0.762,2125,360,258000,3240,802,68.41085271,22,type1,p3,l1,65-74,south,pr,nob/c,0
101814,366500,NULL,NULL,NULL,360,498000,7320,676,73.59437751,37,type1,p3,l1,45-54,south,pr,nob/c,1
101815,66500,4.25,1.8879,NULL,360,68000,2700,786,97.79411765,26,type2,p1,l1,35-44,North,pr,b/c,0
101816,516500,NULL,NULL,NULL,360,588000,16380,704,87.84013605,34,type1,p4,l1,35-44,North,pr,nob/c,1
101817,726500,NULL,NULL,NULL,360,NULL,11580,895,NULL,NULL,type1,p4,l1,35-44,central,pr,nob/c,1
101818,496500,NULL,NULL,NULL,360,528000,5520,863,94.03409091,44,type1,p4,l1,35-44,North,pr,nob/c,1
101819,176500,3.25,0.5334,6751.54,360,238000,2700,823,74.15966387,44,type2,p3,l1,45-54,south,pr,b/c,0
101820,316500,NULL,NULL,NULL,360,388000,3300,814,81.57216495,47,type1,p4,l1,65-74,North,pr,nob/c,1
101821,536500,3.25,-0.1904,6500,360,718000,8340,889,74.72144847,42,type1,p1,l1,35-44,North,pr,nob/c,0
101822,576500,3.49,0.8382,0,360,598000,NULL,723,96.40468227,NULL,type2,p4,l1,25-34,North,pr,b/c,0
101823,106500,4.625,1.1208,3125,360,118000,7320,571,90.25423729,46,type1,p1,l1,55-64,North,sr,nob/c,0
101824,196500,NULL,NULL,NULL,360,228000,5280,708,86.18421053,43,type1,p3,l1,65-74,North,pr,nob/c,1
101825,346500,4.375,0.1865,9762.5,360,508000,4500,758,68.20866142,42,type1,p3,l1,35-44,south,pr,nob/c,0
101826,666500,3.625,-0.4118,6650,360,778000,NULL,808,85.66838046,NULL,type3,p4,l1,65-74,North,pr,nob/c,0
101827,296500,4.125,0.4181,NULL,360,318000,3540,535,93.23899371,44,type1,p4,l1,25-34,south,pr,nob/c,0
101828,196500,3.5,0.7053,3954.3,360,248000,2700,784,79.23387097,55,type2,p3,l1,25-34,south,pr,b/c,0
101829,486500,3.25,-0.2985,4354.2,360,718000,7260,652,67.75766017,26,type1,p4,l1,35-44,North,pr,nob/c,0
101830,306500,3.875,0.1569,1647.19,360,818000,24240,721,37.46943765,11,type1,p4,l1,65-74,North,pr,nob/c,0
101831,806500,NULL,NULL,NULL,360,948000,9000,719,85.07383966,39,type1,p4,l2,25-34,south,pr,nob/c,1
101832,126500,3.875,0.4415,3932.47,360,358000,1920,591,35.33519553,49,type1,p3,l2,65-74,south,pr,nob/c,0
101833,146500,3.25,-0.2765,2906,324,348000,1920,858,42.09770115,33,type3,p3,l1,55-64,North,pr,nob/c,0
101834,86500,4.75,1.3644,2016.06,120,278000,2220,695,31.11510791,40,type1,p3,l1,35-44,south,pr,nob/c,0
101835,326500,3.75,0.1357,0,360,448000,6600,818,72.87946429,27,type1,p4,l1,35-44,south,pr,nob/c,0
101836,706500,NULL,NULL,NULL,360,758000,7440,717,93.20580475,46,type1,p1,l1,35-44,south,pr,nob/c,1
101837,86500,4.99,0.6054,NULL,360,128000,1140,761,67.578125,37,type1,p3,l1,55-64,North,pr,nob/c,0
101838,286500,NULL,NULL,NULL,360,NULL,3000,612,NULL,NULL,type1,p1,l1,25-34,south,pr,nob/c,1
101839,476500,3.875,0.4622,11420.25,360,588000,8520,884,81.03741497,31,type1,p4,l1,45-54,south,pr,nob/c,0
101840,446500,4,-0.0737,1529.25,360,758000,9180,876,58.90501319,30,type1,p3,l1,55-64,North,pr,nob/c,0
101841,446500,4.625,1.1474,14546,360,638000,5640,884,69.98432602,40,type1,p3,l1,45-54,south,pr,nob/c,0
101842,186500,3.875,0.5825,4722.5,360,218000,5040,892,85.55045872,36,type1,p4,l1,45-54,south,pr,nob/c,0
101843,286500,4.75,1.287,7263.75,360,368000,4500,652,77.85326087,40,type1,p3,l1,45-54,North,pr,nob/c,0
101844,96500,NULL,NULL,NULL,360,108000,1620,672,89.35185185,41,type1,p4,l1,65-74,central,pr,nob/c,1
101845,366500,3.375,-0.2127,1118.12,360,458000,4740,751,80.02183406,44,type1,p4,l1,35-44,North,pr,nob/c,0
101846,726500,NULL,NULL,NULL,360,1008000,2880,882,72.0734127,13,type1,p3,l1,45-54,south,pr,nob/c,1
101847,456500,4.75,0.4833,6064,360,658000,22140,641,69.3768997,37,type1,p1,l1,45-54,North,ir,nob/c,0
101848,296500,NULL,NULL,NULL,360,NULL,4740,895,NULL,NULL,type1,p2,l1,45-54,North,ir,nob/c,1
101849,166500,NULL,NULL,NULL,360,208000,1980,744,80.04807692,35,type2,p1,l1,25-34,central,pr,b/c,1
101850,306500,3.75,0.3149,6120,360,548000,3060,840,55.93065693,42,type1,p3,l1,45-54,North,pr,nob/c,0
101851,336500,3,0.0484,424.36,360,388000,3780,580,86.72680412,50,type2,p4,l1,45-54,North,pr,b/c,0
101852,396500,3.625,-0.0456,0,312,538000,7800,871,73.69888476,38,type1,p4,l1,25-34,North,pr,nob/c,0
101853,676500,NULL,NULL,NULL,360,908000,13980,683,74.50440529,52,type1,p4,l1,45-54,south,ir,nob/c,1
101854,286500,2.99,0.1563,8410,180,348000,7620,506,82.32758621,25,type1,p4,l1,35-44,south,pr,nob/c,0
101855,366500,2.99,-0.0474,874.22,180,758000,8580,775,48.35092348,44,type1,p4,l1,45-54,south,pr,nob/c,0
101856,66500,4.5,1.4887,1932.5,180,78000,8520,589,85.25641026,40,type1,p1,l1,45-54,central,sr,nob/c,0
101857,116500,NULL,NULL,NULL,360,118000,2400,543,98.72881356,57,type2,p1,l1,25-34,south,pr,b/c,1
101858,126500,NULL,NULL,NULL,300,218000,2640,820,58.02752294,35,type1,p3,l2,25-34,North,pr,nob/c,1
101859,166500,NULL,NULL,NULL,180,238000,20760,752,69.95798319,36,type1,p4,l1,45-54,south,ir,nob/c,1
101860,376500,3.5,0.019,10233.44,360,448000,3900,542,84.04017857,48,type1,p3,l1,45-54,North,pr,nob/c,0
101861,216500,3.375,-0.3214,3286.88,360,278000,6960,669,77.87769784,26,type1,p1,l1,35-44,North,pr,nob/c,0
101862,406500,3.125,-0.4364,795,360,3378000,5640,735,12.03374778,42,type1,p4,l1,65-74,south,pr,nob/c,0
101863,386500,4,0.3138,0,360,528000,13620,654,73.20075758,7,type1,p3,l1,55-64,North,pr,nob/c,0
101864,146500,5.375,1.3414,4063.13,360,198000,9120,576,73.98989899,46,type1,p3,l1,55-64,North,ir,nob/c,0
101865,646500,3.25,-0.5588,0,360,808000,8580,519,80.01237624,42,type3,p3,l1,55-64,south,pr,nob/c,0
101866,186500,NULL,NULL,NULL,180,NULL,7860,725,NULL,NULL,type3,p3,l1,45-54,North,pr,nob/c,1
101867,306500,4.75,0.3428,712.38,360,608000,15420,742,50.41118421,36,type1,p1,l1,65-74,North,ir,nob/c,0
101868,276500,NULL,NULL,NULL,360,298000,9540,706,92.7852349,33,type1,p1,l1,25-34,North,pr,nob/c,1
101869,236500,NULL,NULL,NULL,360,398000,5220,623,59.42211055,45,type1,p3,l1,45-54,south,pr,nob/c,1
101870,306500,4.5,0.2753,NULL,360,308000,3660,823,99.51298701,39,type3,p3,l1,55-64,south,pr,nob/c,0
101871,476500,3.99,0.4144,1250,360,528000,16440,529,90.24621212,13,type1,p1,l1,35-44,North,pr,nob/c,0
101872,606500,3.49,0.6782,0,360,638000,NULL,609,95.06269592,NULL,type2,p4,l1,25-34,North,pr,b/c,0
101873,146500,NULL,NULL,NULL,360,NULL,3780,899,NULL,NULL,type2,p4,l1,65-74,south,pr,b/c,1
101874,486500,NULL,NULL,NULL,360,608000,8700,741,80.01644737,46,type1,p4,l1,45-54,North,pr,nob/c,1
101875,306500,3.5,0.5102,8750,240,508000,5760,873,60.33464567,29,type1,p3,l1,65-74,North,pr,nob/c,0
101876,246500,4.99,1.1267,5515.56,360,348000,4020,581,70.83333333,23,type1,p3,l1,45-54,North-East,pr,nob/c,0
101877,596500,4.99,1.1671,1995.78,360,868000,7980,829,68.72119816,43,type1,p4,l1,45-54,North,pr,nob/c,0
101878,1406500,NULL,NULL,NULL,360,NULL,21960,640,NULL,NULL,type1,p1,l1,55-64,south,pr,nob/c,1
101879,356500,2.875,-0.3864,2948,360,358000,3300,617,99.58100559,61,type3,p3,l1,55-64,North,pr,nob/c,0
101880,726500,NULL,NULL,NULL,360,NULL,13920,603,NULL,NULL,type1,p4,l1,35-44,North,pr,nob/c,1
101881,616500,4.75,0.3554,0,360,768000,10380,522,80.2734375,34,type1,p4,l1,45-54,south,pr,nob/c,0
101882,196500,3.375,0.4263,4693.25,360,228000,4320,867,86.18421053,48,type2,p3,l1,35-44,North,pr,b/c,0
101883,356500,4.25,0.6718,6500,360,458000,4980,576,77.83842795,38,type1,p3,l1,45-54,North,pr,nob/c,0
101884,376500,NULL,NULL,NULL,360,428000,8460,642,87.96728972,37,type1,p4,l1,55-64,south,pr,nob/c,1
101885,386500,NULL,NULL,NULL,360,418000,9360,863,92.46411483,43,type1,p1,l1,55-64,south,sr,nob/c,1
101886,246500,3.875,0.418,4260,360,308000,6360,698,80.03246753,39,type1,p4,l1,35-44,south,pr,nob/c,0
101887,696500,4.75,0.9716,4939.1,360,928000,65460,819,75.05387931,44,type1,p3,l1,35-44,south,ir,nob/c,0
101888,486500,3.875,0.1104,0,360,818000,9120,577,59.47432763,39,type1,p2,l1,35-44,south,pr,nob/c,0
101889,336500,4.75,0.172,1952,360,758000,5640,845,44.39313984,44,type1,p4,l1,>74,south,pr,nob/c,0
101890,426500,4.56,0.143,1759.15,360,608000,4740,639,70.14802632,47,type1,p3,l1,65-74,south,pr,nob/c,0
101891,196500,3.99,0.6816,4435,300,248000,4020,551,79.23387097,35,type1,p3,l1,35-44,North,pr,nob/c,0
101892,576500,3.875,0.0223,0,360,738000,7380,828,78.11653117,37,type1,p4,l1,65-74,south,pr,nob/c,0
101893,256500,3.99,0.2392,1760.44,360,448000,6180,711,57.25446429,27,type1,p4,l1,35-44,central,pr,nob/c,0
101894,76500,3.375,-0.0294,3781.25,360,108000,1680,670,70.83333333,36,type1,p1,l1,55-64,North,pr,nob/c,0
101895,296500,3.875,0.2242,2710.25,360,418000,6060,784,70.93301435,28,type1,p4,l1,35-44,North,pr,nob/c,0
101896,196500,3.875,1.2212,4491.05,360,268000,4980,718,73.32089552,17,type2,p3,l1,55-64,south,pr,b/c,0
101897,256500,4.99,1.3524,5569.31,360,328000,4320,680,78.20121951,30,type1,p3,l1,35-44,North,pr,nob/c,0
101898,266500,3.75,0.1347,4250.38,324,448000,4500,673,59.48660714,31,type1,p4,l1,65-74,central,pr,nob/c,0
101899,346500,NULL,NULL,NULL,360,398000,2400,848,87.06030151,55,type2,p4,l1,55-64,central,pr,b/c,1
101900,166500,3.875,0.4352,4370.58,180,358000,NULL,633,46.50837989,NULL,type3,p4,l1,45-54,south,pr,nob/c,0
101901,66500,NULL,NULL,NULL,360,68000,1020,897,97.79411765,40,type2,p3,l1,45-54,south,pr,b/c,1
101902,76500,4.375,0.6054,2334.3,360,298000,4740,629,25.67114094,20,type1,p1,l1,65-74,North,pr,nob/c,0
101903,226500,3.625,0.0288,7093.75,360,408000,3420,556,55.51470588,42,type1,p3,l1,65-74,south,pr,nob/c,0
101904,166500,4.75,1.2562,3683.38,360,288000,2040,761,57.8125,43,type1,p3,l1,55-64,south,pr,nob/c,0
101905,196500,3.875,0.2579,4750,180,858000,8700,824,22.9020979,24,type1,p4,l1,35-44,North,pr,nob/c,0
101906,216500,4.25,0.0756,0,360,818000,11940,844,26.46699267,22,type1,p1,l1,55-64,south,ir,nob/c,0
101907,126500,3.875,1.0935,1260,360,158000,4200,548,80.06329114,32,type2,p3,l1,55-64,North,pr,b/c,0
101908,396500,3.75,0.042,0,360,558000,6960,751,71.05734767,34,type1,p4,l1,25-34,south,pr,nob/c,0
101909,236500,NULL,NULL,NULL,360,258000,3900,553,91.66666667,54,type1,p3,l1,35-44,North,pr,nob/c,1
101910,206500,4.25,-0.0127,5900,360,598000,3600,521,34.53177258,28,type1,p4,l1,55-64,North,pr,nob/c,0
101911,106500,3.99,0.4015,3066.75,180,148000,7020,698,71.95945946,44,type1,p3,l1,45-54,south,sr,nob/c,0
101912,216500,5.5,1.3563,5260,360,278000,3300,598,77.87769784,44,type1,p3,l1,55-64,south,pr,nob/c,0
101913,156500,NULL,NULL,NULL,360,NULL,2100,789,NULL,NULL,type1,p1,l1,35-44,North,pr,nob/c,1
101914,536500,3.99,0.579,2150,360,588000,5160,664,91.2414966,49,type1,p4,l1,25-34,south,pr,nob/c,0
101915,336500,3.375,0.5461,0,360,338000,4680,708,99.55621302,48,type2,p1,l1,45-54,North,pr,b/c,0
101916,516500,NULL,NULL,NULL,360,658000,5460,609,78.49544073,49,type1,p3,l1,65-74,North,pr,nob/c,1
101917,456500,3.625,0.0825,1796.91,360,958000,7740,718,47.65135699,27,type1,p4,l1,25-34,south,pr,nob/c,0
101918,136500,3.99,0.8149,4027.82,180,318000,3360,532,42.9245283,36,type1,p3,l2,65-74,North,pr,nob/c,0
101919,406500,3.375,-0.1679,4089.4,360,458000,5940,508,88.75545852,42,type1,p1,l1,25-34,south,pr,nob/c,0
101920,186500,4.5,0.108,1150,360,358000,3480,574,52.09497207,31,type1,p3,l1,55-64,North,pr,nob/c,0
101921,456500,3.99,0.3919,11203.43,360,518000,7800,614,88.12741313,37,type1,p4,l1,55-64,south,pr,nob/c,0
101922,146500,4.375,0.8585,3154.27,360,208000,2700,881,70.43269231,37,type1,p1,l1,25-34,North,pr,nob/c,0
101923,506500,NULL,NULL,NULL,360,NULL,7800,650,NULL,NULL,type1,p1,l1,25-34,North,pr,nob/c,1
